TABLE NO.  2
 ID             ,SID            ,CID            ,CL             ,V              ,ETA1           ,ETA2           ,ETA3           ,ETA4           ,ETA5           ,ETA6
  7.41000000E+02, 7.50000000E+01, 8.00000000E+00, 1.37206381E+01, 3.28657085E+01, 1.92053875E-01,-8.51816462E-02, 1.89151046E-02, 1.85158873E-01, 4.13488550E-01,-2.38233581E-01
  7.42000000E+02, 7.50000000E+01, 8.00000000E+00, 1.01400683E+01, 3.84641490E+01,-1.10352522E-01, 7.21151464E-02, 1.89151046E-02, 1.85158873E-01, 4.13488550E-01,-2.38233581E-01
  7.43000000E+02, 7.50000000E+01, 8.00000000E+00, 1.07670263E+01, 3.92447423E+01,-5.03589098E-02, 9.22060145E-02, 1.89151046E-02, 1.85158873E-01, 4.13488550E-01,-2.38233581E-01
  7.44000000E+02, 7.50000000E+01, 8.00000000E+00, 1.32496514E+01, 4.07289051E+01, 1.57123988E-01, 1.29326572E-01, 1.89151046E-02, 1.85158873E-01, 4.13488550E-01,-2.38233581E-01
  7.45000000E+02, 7.50000000E+01, 8.00000000E+00, 1.11347655E+01, 3.60633780E+01,-1.67750186E-02, 7.66642254E-03, 1.89151046E-02, 1.85158873E-01, 4.13488550E-01,-2.38233581E-01
  7.46000000E+02, 7.50000000E+01, 8.00000000E+00, 1.25017584E+01, 3.89738680E+01, 9.90220492E-02, 8.52799032E-02, 1.89151046E-02, 1.85158873E-01, 4.13488550E-01,-2.38233581E-01
  7.47000000E+02, 7.50000000E+01, 8.00000000E+00, 1.04913286E+01, 2.93405561E+01,-7.62981868E-02,-1.98640739E-01, 1.89151046E-02, 1.85158873E-01, 4.13488550E-01,-2.38233581E-01
  7.48000000E+02, 7.50000000E+01, 8.00000000E+00, 1.01381687E+01, 3.84924878E+01,-1.10539879E-01, 7.28516336E-02, 1.89151046E-02, 1.85158873E-01, 4.13488550E-01,-2.38233581E-01
  7.49000000E+02, 7.50000000E+01, 8.00000000E+00, 1.08706706E+01, 3.20049556E+01,-4.07788655E-02,-1.11720714E-01, 1.89151046E-02, 1.85158873E-01, 4.13488550E-01,-2.38233581E-01
  7.50000000E+02, 7.50000000E+01, 8.00000000E+00, 1.12468060E+01, 3.41346836E+01,-6.76308434E-03,-4.72974844E-02, 1.89151046E-02, 1.85158873E-01, 4.13488550E-01,-2.38233581E-01
  7.51000000E+02, 7.60000000E+01, 8.00000000E+00, 1.33753906E+01, 3.40216490E+01, 1.78068360E-03, 1.42558778E-01, 1.83703656E-01,-8.01431436E-03, 4.13488550E-01,-2.38233581E-01
  7.52000000E+02, 7.60000000E+01, 8.00000000E+00, 1.27508971E+01, 3.34055301E+01,-4.60341830E-02, 1.24283179E-01, 1.83703656E-01,-8.01431436E-03, 4.13488550E-01,-2.38233581E-01
  7.53000000E+02, 7.60000000E+01, 8.00000000E+00, 1.72780261E+01, 2.35679982E+01, 2.57799715E-01,-2.24548498E-01, 1.83703656E-01,-8.01431436E-03, 4.13488550E-01,-2.38233581E-01
  7.54000000E+02, 7.60000000E+01, 8.00000000E+00, 1.14595183E+01, 2.98738316E+01,-1.52815133E-01, 1.25446184E-02, 1.83703656E-01,-8.01431436E-03, 4.13488550E-01,-2.38233581E-01
  7.55000000E+02, 7.60000000E+01, 8.00000000E+00, 1.23215084E+01, 2.51348842E+01,-8.02894267E-02,-1.60181591E-01, 1.83703656E-01,-8.01431436E-03, 4.13488550E-01,-2.38233581E-01
  7.56000000E+02, 7.60000000E+01, 8.00000000E+00, 1.45015455E+01, 2.69770494E+01, 8.26194171E-02,-8.94517988E-02, 1.83703656E-01,-8.01431436E-03, 4.13488550E-01,-2.38233581E-01
  7.57000000E+02, 7.60000000E+01, 8.00000000E+00, 1.41528177E+01, 2.75958939E+01, 5.82779273E-02,-6.67712884E-02, 1.83703656E-01,-8.01431436E-03, 4.13488550E-01,-2.38233581E-01
  7.58000000E+02, 7.60000000E+01, 8.00000000E+00, 1.35445236E+01, 3.15311873E+01, 1.43464967E-02, 6.65388486E-02, 1.83703656E-01,-8.01431436E-03, 4.13488550E-01,-2.38233581E-01
  7.59000000E+02, 7.60000000E+01, 8.00000000E+00, 1.28905870E+01, 3.18222173E+01,-3.51384556E-02, 7.57264232E-02, 1.83703656E-01,-8.01431436E-03, 4.13488550E-01,-2.38233581E-01
  7.60000000E+02, 7.60000000E+01, 8.00000000E+00, 1.25420003E+01, 3.41515154E+01,-6.25527750E-02, 1.46368680E-01, 1.83703656E-01,-8.01431436E-03, 4.13488550E-01,-2.38233581E-01
  7.61000000E+02, 7.70000000E+01, 8.00000000E+00, 1.02609534E+01, 2.26916729E+01,-7.47798800E-02,-2.95996606E-02,-4.80651279E-03,-2.40854908E-01, 4.13488550E-01,-2.38233581E-01
  7.62000000E+02, 7.70000000E+01, 8.00000000E+00, 1.06178827E+01, 2.61760381E+01,-4.05860114E-02, 1.13246731E-01,-4.80651279E-03,-2.40854908E-01, 4.13488550E-01,-2.38233581E-01
  7.63000000E+02, 7.70000000E+01, 8.00000000E+00, 1.11849698E+01, 2.72997419E+01, 1.14452567E-02, 1.55279562E-01,-4.80651279E-03,-2.40854908E-01, 4.13488550E-01,-2.38233581E-01
  7.64000000E+02, 7.70000000E+01, 8.00000000E+00, 9.97831289E+00, 2.44291889E+01,-1.02711614E-01, 4.41809956E-02,-4.80651279E-03,-2.40854908E-01, 4.13488550E-01,-2.38233581E-01
  7.65000000E+02, 7.70000000E+01, 8.00000000E+00, 1.20216917E+01, 2.38177932E+01, 8.35870202E-02, 1.88352263E-02,-4.80651279E-03,-2.40854908E-01, 4.13488550E-01,-2.38233581E-01
  7.66000000E+02, 7.70000000E+01, 8.00000000E+00, 1.06314973E+01, 1.99762090E+01,-3.93046031E-02,-1.57055672E-01,-4.80651279E-03,-2.40854908E-01, 4.13488550E-01,-2.38233581E-01
  7.67000000E+02, 7.70000000E+01, 8.00000000E+00, 1.17678371E+01, 2.10731705E+01, 6.22444998E-02,-1.03596998E-01,-4.80651279E-03,-2.40854908E-01, 4.13488550E-01,-2.38233581E-01
  7.68000000E+02, 7.70000000E+01, 8.00000000E+00, 1.11236471E+01, 2.25249438E+01, 5.94756937E-03,-3.69743762E-02,-4.80651279E-03,-2.40854908E-01, 4.13488550E-01,-2.38233581E-01
  7.69000000E+02, 7.70000000E+01, 8.00000000E+00, 1.12778739E+01, 2.25157991E+01, 1.97171030E-02,-3.73804438E-02,-4.80651279E-03,-2.40854908E-01, 4.13488550E-01,-2.38233581E-01
  7.70000000E+02, 7.70000000E+01, 8.00000000E+00, 1.14087708E+01, 2.28525173E+01, 3.12567837E-02,-2.25364103E-02,-4.80651279E-03,-2.40854908E-01, 4.13488550E-01,-2.38233581E-01
  7.71000000E+02, 7.80000000E+01, 8.00000000E+00, 9.83164605E+00, 2.56110607E+01, 8.32348623E-02,-4.79286166E-02,-2.05560644E-01,-1.01499660E-01, 4.13488550E-01,-2.38233581E-01
  7.72000000E+02, 7.80000000E+01, 8.00000000E+00, 7.86038274E+00, 2.80005353E+01,-1.40536209E-01, 4.12706942E-02,-2.05560644E-01,-1.01499660E-01, 4.13488550E-01,-2.38233581E-01
  7.73000000E+02, 7.80000000E+01, 8.00000000E+00, 8.36938490E+00, 2.85971172E+01,-7.77911159E-02, 6.23529817E-02,-2.05560644E-01,-1.01499660E-01, 4.13488550E-01,-2.38233581E-01
  7.74000000E+02, 7.80000000E+01, 8.00000000E+00, 9.60003698E+00, 2.67517997E+01, 5.93954406E-02,-4.35118602E-03,-2.05560644E-01,-1.01499660E-01, 4.13488550E-01,-2.38233581E-01
  7.75000000E+02, 7.80000000E+01, 8.00000000E+00, 8.69124669E+00, 2.90250316E+01,-4.00551182E-02, 7.72056814E-02,-2.05560644E-01,-1.01499660E-01, 4.13488550E-01,-2.38233581E-01
  7.76000000E+02, 7.80000000E+01, 8.00000000E+00, 8.78461611E+00, 2.57246837E+01,-2.93694866E-02,-4.35019478E-02,-2.05560644E-01,-1.01499660E-01, 4.13488550E-01,-2.38233581E-01
  7.77000000E+02, 7.80000000E+01, 8.00000000E+00, 9.22183171E+00, 2.73097273E+01, 1.92021756E-02, 1.62900160E-02,-2.05560644E-01,-1.01499660E-01, 4.13488550E-01,-2.38233581E-01
  7.78000000E+02, 7.80000000E+01, 8.00000000E+00, 8.76032491E+00, 2.67849949E+01,-3.21385148E-02,-3.11109427E-03,-2.05560644E-01,-1.01499660E-01, 4.13488550E-01,-2.38233581E-01
  7.79000000E+02, 7.80000000E+01, 8.00000000E+00, 8.68003025E+00, 2.63273211E+01,-4.13464953E-02,-2.03457082E-02,-2.05560644E-01,-1.01499660E-01, 4.13488550E-01,-2.38233581E-01
  7.80000000E+02, 7.80000000E+01, 8.00000000E+00, 1.08830740E+01, 2.42621707E+01, 1.84837229E-01,-1.02034556E-01,-2.05560644E-01,-1.01499660E-01, 4.13488550E-01,-2.38233581E-01
  7.81000000E+02, 7.90000000E+01, 8.00000000E+00, 1.24670735E+01, 3.05928427E+01,-1.30271188E-02,-2.79800113E-02, 1.28186018E-01, 5.62935011E-02, 4.13488550E-01,-2.38233581E-01
  7.82000000E+02, 7.90000000E+01, 8.00000000E+00, 1.34672926E+01, 3.13385014E+01, 6.41458022E-02,-3.89867785E-03, 1.28186018E-01, 5.62935011E-02, 4.13488550E-01,-2.38233581E-01
  7.83000000E+02, 7.90000000E+01, 8.00000000E+00, 1.17673798E+01, 3.26684474E+01,-7.07868898E-02, 3.76636046E-02, 1.28186018E-01, 5.62935011E-02, 4.13488550E-01,-2.38233581E-01
  7.84000000E+02, 7.90000000E+01, 8.00000000E+00, 1.25864506E+01, 3.23612972E+01,-3.49728900E-03, 2.82170823E-02, 1.28186018E-01, 5.62935011E-02, 4.13488550E-01,-2.38233581E-01
  7.85000000E+02, 7.90000000E+01, 8.00000000E+00, 1.55134901E+01, 3.29406601E+01, 2.05591804E-01, 4.59616698E-02, 1.28186018E-01, 5.62935011E-02, 4.13488550E-01,-2.38233581E-01
  7.86000000E+02, 7.90000000E+01, 8.00000000E+00, 1.21615474E+01, 2.99037267E+01,-3.78390503E-02,-5.07629842E-02, 1.28186018E-01, 5.62935011E-02, 4.13488550E-01,-2.38233581E-01
  7.87000000E+02, 7.90000000E+01, 8.00000000E+00, 1.14909330E+01, 3.15648010E+01,-9.45598775E-02, 3.29651279E-03, 1.28186018E-01, 5.62935011E-02, 4.13488550E-01,-2.38233581E-01
  7.88000000E+02, 7.90000000E+01, 8.00000000E+00, 1.27039776E+01, 3.23758964E+01, 5.79696776E-03, 2.86681129E-02, 1.28186018E-01, 5.62935011E-02, 4.13488550E-01,-2.38233581E-01
  7.89000000E+02, 7.90000000E+01, 8.00000000E+00, 1.11647744E+01, 3.14625692E+01,-1.23354493E-01, 5.24658567E-05, 1.28186018E-01, 5.62935011E-02, 4.13488550E-01,-2.38233581E-01
  7.90000000E+02, 7.90000000E+01, 8.00000000E+00, 1.39094801E+01, 3.09155179E+01, 9.64524594E-02,-1.74878405E-02, 1.28186018E-01, 5.62935011E-02, 4.13488550E-01,-2.38233581E-01
  7.91000000E+02, 8.00000000E+01, 8.00000000E+00, 9.49089536E+00, 3.24832339E+01, 9.82372142E-02,-8.68720427E-02,-2.55836411E-01, 1.75143524E-01, 4.13488550E-01,-2.38233581E-01
  7.92000000E+02, 8.00000000E+01, 8.00000000E+00, 7.88280966E+00, 4.07763909E+01,-8.74113452E-02, 1.40507142E-01,-2.55836411E-01, 1.75143524E-01, 4.13488550E-01,-2.38233581E-01
  7.93000000E+02, 8.00000000E+01, 8.00000000E+00, 7.34452237E+00, 3.83506858E+01,-1.58140963E-01, 7.91762912E-02,-2.55836411E-01, 1.75143524E-01, 4.13488550E-01,-2.38233581E-01
  7.94000000E+02, 8.00000000E+01, 8.00000000E+00, 7.21125639E+00, 3.26979923E+01,-1.76452549E-01,-8.02824397E-02,-2.55836411E-01, 1.75143524E-01, 4.13488550E-01,-2.38233581E-01
  7.95000000E+02, 8.00000000E+01, 8.00000000E+00, 8.32223841E+00, 3.14250589E+01,-3.31644837E-02,-1.19990489E-01,-2.55836411E-01, 1.75143524E-01, 4.13488550E-01,-2.38233581E-01
  7.96000000E+02, 8.00000000E+01, 8.00000000E+00, 9.46651152E+00, 3.82038704E+01, 9.56647258E-02, 7.53407114E-02,-2.55836411E-01, 1.75143524E-01, 4.13488550E-01,-2.38233581E-01
  7.97000000E+02, 8.00000000E+01, 8.00000000E+00, 9.41962847E+00, 4.29996116E+01, 9.06999051E-02, 1.93594965E-01,-2.55836411E-01, 1.75143524E-01, 4.13488550E-01,-2.38233581E-01
  7.98000000E+02, 8.00000000E+01, 8.00000000E+00, 8.74112620E+00, 3.30927205E+01, 1.59432954E-02,-6.82827832E-02,-2.55836411E-01, 1.75143524E-01, 4.13488550E-01,-2.38233581E-01
  7.99000000E+02, 8.00000000E+01, 8.00000000E+00, 9.59357950E+00, 3.54703368E+01, 1.08998331E-01, 1.10064507E-03,-2.55836411E-01, 1.75143524E-01, 4.13488550E-01,-2.38233581E-01
  8.00000000E+02, 8.00000000E+01, 8.00000000E+00, 9.22688944E+00, 3.03281408E+01, 7.00262447E-02,-1.55520097E-01,-2.55836411E-01, 1.75143524E-01, 4.13488550E-01,-2.38233581E-01
  8.01000000E+02, 8.10000000E+01, 9.00000000E+00, 1.34584749E+01, 2.57037009E+01, 5.28219996E-02, 2.61342569E-02, 7.56147562E-02,-6.06990922E-02, 4.76728656E-01,-3.49486356E-01
  8.02000000E+02, 8.10000000E+01, 9.00000000E+00, 1.25976619E+01, 2.18848813E+01,-1.32757833E-02,-1.34704682E-01, 7.56147562E-02,-6.06990922E-02, 4.76728656E-01,-3.49486356E-01
  8.03000000E+02, 8.10000000E+01, 9.00000000E+00, 1.34877598E+01, 2.60908647E+01, 5.49955763E-02, 4.10845149E-02, 7.56147562E-02,-6.06990922E-02, 4.76728656E-01,-3.49486356E-01
  8.04000000E+02, 8.10000000E+01, 9.00000000E+00, 1.25829587E+01, 2.83568888E+01,-1.44436028E-02, 1.24369267E-01, 7.56147562E-02,-6.06990922E-02, 4.76728656E-01,-3.49486356E-01
  8.05000000E+02, 8.10000000E+01, 9.00000000E+00, 1.13529597E+01, 2.68894588E+01,-1.17308541E-01, 7.12336165E-02, 7.56147562E-02,-6.06990922E-02, 4.76728656E-01,-3.49486356E-01
  8.06000000E+02, 8.10000000E+01, 9.00000000E+00, 1.33861993E+01, 2.19509947E+01, 4.74372567E-02,-1.31688270E-01, 7.56147562E-02,-6.06990922E-02, 4.76728656E-01,-3.49486356E-01
  8.07000000E+02, 8.10000000E+01, 9.00000000E+00, 1.24482293E+01, 2.46442359E+01,-2.52086236E-02,-1.59576908E-02, 7.56147562E-02,-6.06990922E-02, 4.76728656E-01,-3.49486356E-01
  8.08000000E+02, 8.10000000E+01, 9.00000000E+00, 1.31767387E+01, 2.86910608E+01, 3.16660382E-02, 1.36084877E-01, 7.56147562E-02,-6.06990922E-02, 4.76728656E-01,-3.49486356E-01
  8.09000000E+02, 8.10000000E+01, 9.00000000E+00, 1.31957093E+01, 2.35437325E+01, 3.31047054E-02,-6.16410763E-02, 7.56147562E-02,-6.06990922E-02, 4.76728656E-01,-3.49486356E-01
  8.10000000E+02, 8.10000000E+01, 9.00000000E+00, 1.21949424E+01, 2.38784268E+01,-4.57657080E-02,-4.75253194E-02, 7.56147562E-02,-6.06990922E-02, 4.76728656E-01,-3.49486356E-01
  8.11000000E+02, 8.20000000E+01, 9.00000000E+00, 1.03537301E+01, 2.67886045E+01,-2.26853059E-02, 3.03238005E-02,-1.11140102E-01,-2.35470287E-02, 4.76728656E-01,-3.49486356E-01
  8.12000000E+02, 8.20000000E+01, 9.00000000E+00, 9.27149095E+00, 2.61573183E+01,-1.33087954E-01, 6.47622108E-03,-1.11140102E-01,-2.35470287E-02, 4.76728656E-01,-3.49486356E-01
  8.13000000E+02, 8.20000000E+01, 9.00000000E+00, 1.14393539E+01, 2.52293662E+01, 7.70273489E-02,-2.96441503E-02,-1.11140102E-01,-2.35470287E-02, 4.76728656E-01,-3.49486356E-01
  8.14000000E+02, 8.20000000E+01, 9.00000000E+00, 9.52357876E+00, 2.86202491E+01,-1.06261459E-01, 9.64616878E-02,-1.11140102E-01,-2.35470287E-02, 4.76728656E-01,-3.49486356E-01
  8.15000000E+02, 8.20000000E+01, 9.00000000E+00, 1.12748038E+01, 2.88775362E+01, 6.25383286E-02, 1.05411208E-01,-1.11140102E-01,-2.35470287E-02, 4.76728656E-01,-3.49486356E-01
  8.16000000E+02, 8.20000000E+01, 9.00000000E+00, 1.34821915E+01, 2.57655476E+01, 2.41337508E-01,-8.61455421E-03,-1.11140102E-01,-2.35470287E-02, 4.76728656E-01,-3.49486356E-01
  8.17000000E+02, 8.20000000E+01, 9.00000000E+00, 9.41729049E+00, 2.44789333E+01,-1.17484743E-01,-5.98399094E-02,-1.11140102E-01,-2.35470287E-02, 4.76728656E-01,-3.49486356E-01
  8.18000000E+02, 8.20000000E+01, 9.00000000E+00, 1.08675858E+01, 2.62673634E+01, 2.57524259E-02, 1.06744412E-02,-1.11140102E-01,-2.35470287E-02, 4.76728656E-01,-3.49486356E-01
  8.19000000E+02, 8.20000000E+01, 9.00000000E+00, 1.01216905E+01, 2.20804587E+01,-4.53514639E-02,-1.62959794E-01,-1.11140102E-01,-2.35470287E-02, 4.76728656E-01,-3.49486356E-01
  8.20000000E+02, 8.20000000E+01, 9.00000000E+00, 1.04532464E+01, 2.48801265E+01,-1.31195691E-02,-4.35834362E-02,-1.11140102E-01,-2.35470287E-02, 4.76728656E-01,-3.49486356E-01
  8.21000000E+02, 8.30000000E+01, 9.00000000E+00, 1.04195136E+01, 2.42764163E+01,-1.65943231E-01, 3.59589033E-02, 3.84513229E-02,-1.27653364E-01, 4.76728656E-01,-3.49486356E-01
  8.22000000E+02, 8.30000000E+01, 9.00000000E+00, 1.34865591E+01, 2.33651959E+01, 9.20699835E-02,-2.29889309E-03, 3.84513229E-02,-1.27653364E-01, 4.76728656E-01,-3.49486356E-01
  8.23000000E+02, 8.30000000E+01, 9.00000000E+00, 1.31023087E+01, 2.39102772E+01, 6.31648728E-02, 2.07619179E-02, 3.84513229E-02,-1.27653364E-01, 4.76728656E-01,-3.49486356E-01
  8.24000000E+02, 8.30000000E+01, 9.00000000E+00, 1.25013467E+01, 2.25044760E+01, 1.62127916E-02,-3.98322303E-02, 3.84513229E-02,-1.27653364E-01, 4.76728656E-01,-3.49486356E-01
  8.25000000E+02, 8.30000000E+01, 9.00000000E+00, 1.23714638E+01, 2.05335874E+01, 5.76893072E-03,-1.31484498E-01, 3.84513229E-02,-1.27653364E-01, 4.76728656E-01,-3.49486356E-01
  8.26000000E+02, 8.30000000E+01, 9.00000000E+00, 1.28344568E+01, 2.22533518E+01, 4.25099103E-02,-5.10538162E-02, 3.84513229E-02,-1.27653364E-01, 4.76728656E-01,-3.49486356E-01
  8.27000000E+02, 8.30000000E+01, 9.00000000E+00, 1.28509442E+01, 2.21500133E+01, 4.37937021E-02,-5.57083593E-02, 3.84513229E-02,-1.27653364E-01, 4.76728656E-01,-3.49486356E-01
  8.28000000E+02, 8.30000000E+01, 9.00000000E+00, 1.16642514E+01, 2.55242662E+01,-5.30948575E-02, 8.60831620E-02, 3.84513229E-02,-1.27653364E-01, 4.76728656E-01,-3.49486356E-01
  8.29000000E+02, 8.30000000E+01, 9.00000000E+00, 1.29764820E+01, 2.40267636E+01, 5.35150582E-02, 2.56219052E-02, 3.84513229E-02,-1.27653364E-01, 4.76728656E-01,-3.49486356E-01
  8.30000000E+02, 8.30000000E+01, 9.00000000E+00, 1.09216944E+01, 2.53375872E+01,-1.18872457E-01, 7.87424993E-02, 3.84513229E-02,-1.27653364E-01, 4.76728656E-01,-3.49486356E-01
  8.31000000E+02, 8.40000000E+01, 9.00000000E+00, 1.16039102E+01, 2.67182057E+01,-1.44328402E-02, 3.66396577E-02,-5.39728992E-03,-3.24942837E-02, 4.76728656E-01,-3.49486356E-01
  8.32000000E+02, 8.40000000E+01, 9.00000000E+00, 1.12691711E+01, 2.62822246E+01,-4.37041923E-02, 2.01873041E-02,-5.39728992E-03,-3.24942837E-02, 4.76728656E-01,-3.49486356E-01
  8.33000000E+02, 8.40000000E+01, 9.00000000E+00, 1.07488193E+01, 2.58233831E+01,-9.09790509E-02, 2.57486904E-03,-5.39728992E-03,-3.24942837E-02, 4.76728656E-01,-3.49486356E-01
  8.34000000E+02, 8.40000000E+01, 9.00000000E+00, 1.19008473E+01, 2.41208257E+01, 1.08346337E-02,-6.56299311E-02,-5.39728992E-03,-3.24942837E-02, 4.76728656E-01,-3.49486356E-01
  8.35000000E+02, 8.40000000E+01, 9.00000000E+00, 1.28338997E+01, 2.20752867E+01, 8.63151116E-02,-1.54246803E-01,-5.39728992E-03,-3.24942837E-02, 4.76728656E-01,-3.49486356E-01
  8.36000000E+02, 8.40000000E+01, 9.00000000E+00, 1.03395476E+01, 2.72129342E+01,-1.29798852E-01, 5.49868472E-02,-5.39728992E-03,-3.24942837E-02, 4.76728656E-01,-3.49486356E-01
  8.37000000E+02, 8.40000000E+01, 9.00000000E+00, 1.22896755E+01, 2.90607330E+01, 4.29845537E-02, 1.20682345E-01,-5.39728992E-03,-3.24942837E-02, 4.76728656E-01,-3.49486356E-01
  8.38000000E+02, 8.40000000E+01, 9.00000000E+00, 1.15009500E+01, 2.62420648E+01,-2.33453317E-02, 1.86581136E-02,-5.39728992E-03,-3.24942837E-02, 4.76728656E-01,-3.49486356E-01
  8.39000000E+02, 8.40000000E+01, 9.00000000E+00, 1.15395202E+01, 2.69949709E+01,-1.99972861E-02, 4.69450491E-02,-5.39728992E-03,-3.24942837E-02, 4.76728656E-01,-3.49486356E-01
  8.40000000E+02, 8.40000000E+01, 9.00000000E+00, 1.40343170E+01, 2.33085751E+01, 1.75730578E-01,-9.98842131E-02,-5.39728992E-03,-3.24942837E-02, 4.76728656E-01,-3.49486356E-01
  8.41000000E+02, 8.50000000E+01, 9.00000000E+00, 1.03928982E+01, 3.24283071E+01,-5.74333796E-02, 1.05036820E-01,-7.26161727E-02, 9.27950786E-02, 4.76728656E-01,-3.49486356E-01
  8.42000000E+02, 8.50000000E+01, 9.00000000E+00, 9.13485341E+00, 2.85568708E+01,-1.86458943E-01,-2.20973319E-02,-7.26161727E-02, 9.27950786E-02, 4.76728656E-01,-3.49486356E-01
  8.43000000E+02, 8.50000000E+01, 9.00000000E+00, 1.07785263E+01, 2.83046853E+01,-2.10002417E-02,-3.09675489E-02,-7.26161727E-02, 9.27950786E-02, 4.76728656E-01,-3.49486356E-01
  8.44000000E+02, 8.50000000E+01, 9.00000000E+00, 1.22393047E+01, 3.08196425E+01, 1.06096381E-01, 5.41573338E-02,-7.26161727E-02, 9.27950786E-02, 4.76728656E-01,-3.49486356E-01
  8.45000000E+02, 8.50000000E+01, 9.00000000E+00, 1.08070626E+01, 2.67896488E+01,-1.83562246E-02,-8.59793233E-02,-7.26161727E-02, 9.27950786E-02, 4.76728656E-01,-3.49486356E-01
  8.46000000E+02, 8.50000000E+01, 9.00000000E+00, 1.05943610E+01, 2.94287110E+01,-3.82342078E-02, 7.97586513E-03,-7.26161727E-02, 9.27950786E-02, 4.76728656E-01,-3.49486356E-01
  8.47000000E+02, 8.50000000E+01, 9.00000000E+00, 1.22125388E+01, 2.66648153E+01, 1.03907109E-01,-9.06499790E-02,-7.26161727E-02, 9.27950786E-02, 4.76728656E-01,-3.49486356E-01
  8.48000000E+02, 8.50000000E+01, 9.00000000E+00, 1.08126694E+01, 3.06171662E+01,-1.78375518E-02, 4.75659422E-02,-7.26161727E-02, 9.27950786E-02, 4.76728656E-01,-3.49486356E-01
  8.49000000E+02, 8.50000000E+01, 9.00000000E+00, 1.14017953E+01, 2.77422460E+01, 3.52147365E-02,-5.10385214E-02,-7.26161727E-02, 9.27950786E-02, 4.76728656E-01,-3.49486356E-01
  8.50000000E+02, 8.50000000E+01, 9.00000000E+00, 1.20093082E+01, 3.09837329E+01, 8.71259499E-02, 5.94674255E-02,-7.26161727E-02, 9.27950786E-02, 4.76728656E-01,-3.49486356E-01
  8.51000000E+02, 8.60000000E+01, 9.00000000E+00, 1.34169962E+01, 2.77119906E+01,-2.32435561E-02,-9.91171612E-02, 1.48593570E-01, 1.39782534E-01, 4.76728656E-01,-3.49486356E-01
  8.52000000E+02, 8.60000000E+01, 9.00000000E+00, 1.30592500E+01, 2.84704461E+01,-5.02691315E-02,-7.21157819E-02, 1.48593570E-01, 1.39782534E-01, 4.76728656E-01,-3.49486356E-01
  8.53000000E+02, 8.60000000E+01, 9.00000000E+00, 1.25808299E+01, 2.91811165E+01,-8.75916091E-02,-4.74605497E-02, 1.48593570E-01, 1.39782534E-01, 4.76728656E-01,-3.49486356E-01
  8.54000000E+02, 8.60000000E+01, 9.00000000E+00, 1.23257789E+01, 3.21859047E+01,-1.08072916E-01, 5.05462616E-02, 1.48593570E-01, 1.39782534E-01, 4.76728656E-01,-3.49486356E-01
  8.55000000E+02, 8.60000000E+01, 9.00000000E+00, 1.64010696E+01, 3.50078535E+01, 1.77580726E-01, 1.34590070E-01, 1.48593570E-01, 1.39782534E-01, 4.76728656E-01,-3.49486356E-01
  8.56000000E+02, 8.60000000E+01, 9.00000000E+00, 1.41281385E+01, 3.25770793E+01, 2.84026187E-02, 6.26266002E-02, 1.48593570E-01, 1.39782534E-01, 4.76728656E-01,-3.49486356E-01
  8.57000000E+02, 8.60000000E+01, 9.00000000E+00, 1.27544511E+01, 3.31599193E+01,-7.38855144E-02, 8.03595439E-02, 1.48593570E-01, 1.39782534E-01, 4.76728656E-01,-3.49486356E-01
  8.58000000E+02, 8.60000000E+01, 9.00000000E+00, 1.47539286E+01, 2.80333722E+01, 7.17435653E-02,-8.75866865E-02, 1.48593570E-01, 1.39782534E-01, 4.76728656E-01,-3.49486356E-01
  8.59000000E+02, 8.60000000E+01, 9.00000000E+00, 1.45429177E+01, 3.34150861E+01, 5.73382893E-02, 8.80251260E-02, 1.48593570E-01, 1.39782534E-01, 4.76728656E-01,-3.49486356E-01
  8.60000000E+02, 8.60000000E+01, 9.00000000E+00, 1.42383186E+01, 2.84772568E+01, 3.61709954E-02,-7.18765897E-02, 1.48593570E-01, 1.39782534E-01, 4.76728656E-01,-3.49486356E-01
  8.61000000E+02, 8.70000000E+01, 9.00000000E+00, 9.75081186E+00, 2.38451998E+01,-7.63416270E-02,-6.94683002E-02,-1.17480083E-01,-4.01485865E-02, 4.76728656E-01,-3.49486356E-01
  8.62000000E+02, 8.70000000E+01, 9.00000000E+00, 1.13219609E+01, 2.64844858E+01, 7.30521081E-02, 3.55078892E-02,-1.17480083E-01,-4.01485865E-02, 4.76728656E-01,-3.49486356E-01
  8.63000000E+02, 8.70000000E+01, 9.00000000E+00, 8.89737626E+00, 2.54205461E+01,-1.67935745E-01,-5.49348411E-03,-1.17480083E-01,-4.01485865E-02, 4.76728656E-01,-3.49486356E-01
  8.64000000E+02, 8.70000000E+01, 9.00000000E+00, 1.08212239E+01, 2.53069470E+01, 2.78172073E-02,-9.97228764E-03,-1.17480083E-01,-4.01485865E-02, 4.76728656E-01,-3.49486356E-01
  8.65000000E+02, 8.70000000E+01, 9.00000000E+00, 1.27444491E+01, 2.66139215E+01, 1.91403634E-01, 4.03832120E-02,-1.17480083E-01,-4.01485865E-02, 4.76728656E-01,-3.49486356E-01
  8.66000000E+02, 8.70000000E+01, 9.00000000E+00, 1.07201010E+01, 2.23012796E+01, 1.84283969E-02,-1.36407174E-01,-1.17480083E-01,-4.01485865E-02, 4.76728656E-01,-3.49486356E-01
