TABLE NO.  2
 ID             ,SID            ,CID            ,CL             ,V              ,ETA1           ,ETA2           ,ETA3           ,ETA4           ,ETA5           ,ETA6
  4.30000000E+01, 5.00000000E+00, 1.00000000E+00, 9.35565956E+00, 1.88606432E+01, 4.36302539E-02,-1.07871415E-02,-1.13670364E-02,-6.40498988E-02, 2.09274640E-01,-6.18771757E-01
  4.40000000E+01, 5.00000000E+00, 1.00000000E+00, 7.85296858E+00, 2.31806916E+01,-1.31459583E-01, 1.95455154E-01,-1.13670364E-02,-6.40498988E-02, 2.09274640E-01,-6.18771757E-01
  4.50000000E+01, 5.00000000E+00, 1.00000000E+00, 1.00242135E+01, 1.91925724E+01, 1.12652307E-01, 6.65883136E-03,-1.13670364E-02,-6.40498988E-02, 2.09274640E-01,-6.18771757E-01
  4.60000000E+01, 5.00000000E+00, 1.00000000E+00, 8.19602779E+00, 1.74708110E+01,-8.87015859E-02,-8.73329738E-02,-1.13670364E-02,-6.40498988E-02, 2.09274640E-01,-6.18771757E-01
  4.70000000E+01, 5.00000000E+00, 1.00000000E+00, 8.52635375E+00, 2.17425942E+01,-4.91893992E-02, 1.31408684E-01,-1.13670364E-02,-6.40498988E-02, 2.09274640E-01,-6.18771757E-01
  4.80000000E+01, 5.00000000E+00, 1.00000000E+00, 8.39027906E+00, 1.89503647E+01,-6.52774260E-02,-6.04134211E-03,-1.13670364E-02,-6.40498988E-02, 2.09274640E-01,-6.18771757E-01
  4.90000000E+01, 5.00000000E+00, 1.00000000E+00, 1.03868794E+01, 1.95998082E+01, 1.48192210E-01, 2.76552592E-02,-1.13670364E-02,-6.40498988E-02, 2.09274640E-01,-6.18771757E-01
  5.00000000E+01, 5.00000000E+00, 1.00000000E+00, 8.87142000E+00, 1.54468275E+01,-9.51633313E-03,-2.10460875E-01,-1.13670364E-02,-6.40498988E-02, 2.09274640E-01,-6.18771757E-01
  5.10000000E+01, 6.00000000E+00, 1.00000000E+00, 8.88212062E+00, 2.52787860E+01, 4.82166456E-03, 5.40342749E-02,-2.44995705E-02, 1.64016852E-01, 2.09274640E-01,-6.18771757E-01
  5.20000000E+01, 6.00000000E+00, 1.00000000E+00, 9.76437316E+00, 2.35398324E+01, 9.95216972E-02,-1.72372885E-02,-2.44995705E-02, 1.64016852E-01, 2.09274640E-01,-6.18771757E-01
  5.30000000E+01, 6.00000000E+00, 1.00000000E+00, 8.94036712E+00, 2.40098505E+01, 1.13579798E-02, 2.53291196E-03,-2.44995705E-02, 1.64016852E-01, 2.09274640E-01,-6.18771757E-01
  5.40000000E+01, 6.00000000E+00, 1.00000000E+00, 8.93178513E+00, 2.14843811E+01, 1.03976042E-02,-1.08605059E-01,-2.44995705E-02, 1.64016852E-01, 2.09274640E-01,-6.18771757E-01
  5.50000000E+01, 6.00000000E+00, 1.00000000E+00, 8.91128627E+00, 2.45111239E+01, 8.09992040E-03, 2.31957820E-02,-2.44995705E-02, 1.64016852E-01, 2.09274640E-01,-6.18771757E-01
  5.60000000E+01, 6.00000000E+00, 1.00000000E+00, 8.34866121E+00, 2.22660463E+01,-5.71174815E-02,-7.28683414E-02,-2.44995705E-02, 1.64016852E-01, 2.09274640E-01,-6.18771757E-01
  5.70000000E+01, 6.00000000E+00, 1.00000000E+00, 8.34467488E+00, 2.22583935E+01,-5.75950770E-02,-7.32120954E-02,-2.44995705E-02, 1.64016852E-01, 2.09274640E-01,-6.18771757E-01
  5.80000000E+01, 6.00000000E+00, 1.00000000E+00, 8.63863348E+00, 2.19956037E+01,-2.29742642E-02,-8.50886677E-02,-2.44995705E-02, 1.64016852E-01, 2.09274640E-01,-6.18771757E-01
  5.90000000E+01, 6.00000000E+00, 1.00000000E+00, 8.72892291E+00, 2.53689636E+01,-1.25766887E-02, 5.75952499E-02,-2.44995705E-02, 1.64016852E-01, 2.09274640E-01,-6.18771757E-01
  6.00000000E+01, 6.00000000E+00, 1.00000000E+00, 8.64602234E+00, 2.81946064E+01,-2.21193027E-02, 1.63199428E-01,-2.44995705E-02, 1.64016852E-01, 2.09274640E-01,-6.18771757E-01
  6.10000000E+01, 7.00000000E+00, 1.00000000E+00, 9.85439847E+00, 1.92781153E+01, 1.68787606E-01,-1.37651050E-01,-8.45879484E-02, 8.47071635E-02, 2.09274640E-01,-6.18771757E-01
  6.20000000E+01, 7.00000000E+00, 1.00000000E+00, 8.62048723E+00, 2.07688816E+01, 3.50113114E-02,-6.31657910E-02,-8.45879484E-02, 8.47071635E-02, 2.09274640E-01,-6.18771757E-01
  6.30000000E+01, 7.00000000E+00, 1.00000000E+00, 7.57931159E+00, 2.58022911E+01,-9.37079193E-02, 1.53841707E-01,-8.45879484E-02, 8.47071635E-02, 2.09274640E-01,-6.18771757E-01
  6.40000000E+01, 7.00000000E+00, 1.00000000E+00, 8.78773174E+00, 2.24939362E+01, 5.42263334E-02, 1.66241885E-02,-8.45879484E-02, 8.47071635E-02, 2.09274640E-01,-6.18771757E-01
  6.50000000E+01, 7.00000000E+00, 1.00000000E+00, 6.92046125E+00, 2.08889812E+01,-1.84647872E-01,-5.73997754E-02,-8.45879484E-02, 8.47071635E-02, 2.09274640E-01,-6.18771757E-01
  6.60000000E+01, 7.00000000E+00, 1.00000000E+00, 9.50487375E+00, 2.28177879E+01, 1.32674398E-01, 3.09188212E-02,-8.45879484E-02, 8.47071635E-02, 2.09274640E-01,-6.18771757E-01
  6.70000000E+01, 7.00000000E+00, 1.00000000E+00, 7.38846495E+00, 2.21387328E+01,-1.19210302E-01, 7.07106091E-04,-8.45879484E-02, 8.47071635E-02, 2.09274640E-01,-6.18771757E-01
  6.80000000E+01, 7.00000000E+00, 1.00000000E+00, 8.54512913E+00, 2.73817186E+01, 2.62311331E-02, 2.13254006E-01,-8.45879484E-02, 8.47071635E-02, 2.09274640E-01,-6.18771757E-01
  6.90000000E+01, 7.00000000E+00, 1.00000000E+00, 8.07239815E+00, 1.86182631E+01,-3.06796879E-02,-1.72478597E-01,-8.45879484E-02, 8.47071635E-02, 2.09274640E-01,-6.18771757E-01
  7.00000000E+01, 7.00000000E+00, 1.00000000E+00, 7.92483142E+00, 2.03008708E+01,-4.91292468E-02,-8.59578022E-02,-8.45879484E-02, 8.47071635E-02, 2.09274640E-01,-6.18771757E-01
  7.10000000E+01, 8.00000000E+00, 1.00000000E+00, 9.53187726E+00, 1.35854635E+01,-4.10575556E-02,-9.51527967E-02, 9.19809946E-02,-3.07761262E-01, 2.09274640E-01,-6.18771757E-01
  7.20000000E+01, 8.00000000E+00, 1.00000000E+00, 9.41335498E+00, 1.54643568E+01,-5.35698143E-02, 3.43846578E-02, 9.19809946E-02,-3.07761262E-01, 2.09274640E-01,-6.18771757E-01
  7.30000000E+01, 8.00000000E+00, 1.00000000E+00, 1.00806074E+01, 1.72570061E+01, 1.49142843E-02, 1.44065054E-01, 9.19809946E-02,-3.07761262E-01, 2.09274640E-01,-6.18771757E-01
  7.40000000E+01, 8.00000000E+00, 1.00000000E+00, 1.10204948E+01, 1.50461629E+01, 1.04057465E-01, 6.96984702E-03, 9.19809946E-02,-3.07761262E-01, 2.09274640E-01,-6.18771757E-01
  7.50000000E+01, 8.00000000E+00, 1.00000000E+00, 9.61258005E+00, 1.35451252E+01,-3.26265759E-02,-9.81264375E-02, 9.19809946E-02,-3.07761262E-01, 2.09274640E-01,-6.18771757E-01
  7.60000000E+01, 8.00000000E+00, 1.00000000E+00, 9.78693123E+00, 1.59746525E+01,-1.46512907E-02, 6.68500934E-02, 9.19809946E-02,-3.07761262E-01, 2.09274640E-01,-6.18771757E-01
  7.70000000E+01, 8.00000000E+00, 1.00000000E+00, 1.03023693E+01, 1.70213584E+01, 3.66746590E-02, 1.30315774E-01, 9.19809946E-02,-3.07761262E-01, 2.09274640E-01,-6.18771757E-01
  7.80000000E+01, 8.00000000E+00, 1.00000000E+00, 9.75033270E+00, 1.25534254E+01,-1.83978302E-02,-1.74159589E-01, 9.19809946E-02,-3.07761262E-01, 2.09274640E-01,-6.18771757E-01
  7.90000000E+01, 8.00000000E+00, 1.00000000E+00, 9.11637994E+00, 1.53608021E+01,-8.56264489E-02, 2.76657920E-02, 9.19809946E-02,-3.07761262E-01, 2.09274640E-01,-6.18771757E-01
  8.00000000E+01, 8.00000000E+00, 1.00000000E+00, 9.78584840E+00, 1.26483977E+01,-1.47619373E-02,-1.66622613E-01, 9.19809946E-02,-3.07761262E-01, 2.09274640E-01,-6.18771757E-01
  8.10000000E+01, 9.00000000E+00, 1.00000000E+00, 7.89692601E+00, 1.95197048E+01, 5.44954724E-02,-6.38050392E-02,-1.91740145E-01, 2.33150798E-02, 2.09274640E-01,-6.18771757E-01
  8.20000000E+01, 9.00000000E+00, 1.00000000E+00, 9.02404778E+00, 1.95193460E+01, 1.87914891E-01,-6.38234205E-02,-1.91740145E-01, 2.33150798E-02, 2.09274640E-01,-6.18771757E-01
  8.30000000E+01, 9.00000000E+00, 1.00000000E+00, 6.61342162E+00, 2.22260866E+01,-1.22876936E-01, 6.60371743E-02,-1.91740145E-01, 2.33150798E-02, 2.09274640E-01,-6.18771757E-01
  8.40000000E+01, 9.00000000E+00, 1.00000000E+00, 8.11792156E+00, 2.10411366E+01, 8.20960564E-02, 1.12499077E-02,-1.91740145E-01, 2.33150798E-02, 2.09274640E-01,-6.18771757E-01
  8.50000000E+01, 9.00000000E+00, 1.00000000E+00, 6.46130064E+00, 1.72154992E+01,-1.46147465E-01,-1.89419401E-01,-1.91740145E-01, 2.33150798E-02, 2.09274640E-01,-6.18771757E-01
  8.60000000E+01, 9.00000000E+00, 1.00000000E+00, 7.25839032E+00, 2.06082329E+01,-2.98200142E-02,-9.53884900E-03,-1.91740145E-01, 2.33150798E-02, 2.09274640E-01,-6.18771757E-01
  8.70000000E+01, 9.00000000E+00, 1.00000000E+00, 6.94490308E+00, 2.17182109E+01,-7.39700777E-02, 4.29216231E-02,-1.91740145E-01, 2.33150798E-02, 2.09274640E-01,-6.18771757E-01
  8.80000000E+01, 9.00000000E+00, 1.00000000E+00, 7.03034889E+00, 2.08349683E+01,-6.17417649E-02, 1.40324652E-03,-1.91740145E-01, 2.33150798E-02, 2.09274640E-01,-6.18771757E-01
  8.90000000E+01, 9.00000000E+00, 1.00000000E+00, 7.38974492E+00, 2.33489119E+01,-1.18848817E-02, 1.15320884E-01,-1.91740145E-01, 2.33150798E-02, 2.09274640E-01,-6.18771757E-01
  9.00000000E+01, 9.00000000E+00, 1.00000000E+00, 7.93357049E+00, 2.03985705E+01, 5.91250864E-02,-1.97646731E-02,-1.91740145E-01, 2.33150798E-02, 2.09274640E-01,-6.18771757E-01
  9.10000000E+01, 1.00000000E+01, 1.00000000E+00, 9.73381807E+00, 2.13996962E+01, 1.29474674E-01,-6.49746483E-02,-5.75866965E-02, 1.16436956E-01, 2.09274640E-01,-6.18771757E-01
  9.20000000E+01, 1.00000000E+01, 1.00000000E+00, 8.48688309E+00, 2.21181569E+01,-7.60974150E-03,-3.19525259E-02,-5.75866965E-02, 1.16436956E-01, 2.09274640E-01,-6.18771757E-01
  9.30000000E+01, 1.00000000E+01, 1.00000000E+00, 7.60943094E+00, 2.80367431E+01,-1.16743156E-01, 2.05164528E-01,-5.75866965E-02, 1.16436956E-01, 2.09274640E-01,-6.18771757E-01
  9.40000000E+01, 1.00000000E+01, 1.00000000E+00, 9.26863430E+00, 2.08515541E+01, 8.05044975E-02,-9.09228944E-02,-5.75866965E-02, 1.16436956E-01, 2.09274640E-01,-6.18771757E-01
  9.50000000E+01, 1.00000000E+01, 1.00000000E+00, 8.19559682E+00, 2.38900959E+01,-4.25345096E-02, 4.51126019E-02,-5.75866965E-02, 1.16436956E-01, 2.09274640E-01,-6.18771757E-01
  9.60000000E+01, 1.00000000E+01, 1.00000000E+00, 9.17245210E+00, 2.74480340E+01, 7.00731084E-02, 1.83943168E-01,-5.75866965E-02, 1.16436956E-01, 2.09274640E-01,-6.18771757E-01
  9.70000000E+01, 1.00000000E+01, 1.00000000E+00, 7.94336891E+00, 2.04620203E+01,-7.37940652E-02,-1.09780873E-01,-5.75866965E-02, 1.16436956E-01, 2.09274640E-01,-6.18771757E-01
  9.80000000E+01, 1.00000000E+01, 1.00000000E+00, 7.62953772E+00, 1.92387702E+01,-1.14104290E-01,-1.71423849E-01,-5.75866965E-02, 1.16436956E-01, 2.09274640E-01,-6.18771757E-01
  9.90000000E+01, 1.00000000E+01, 1.00000000E+00, 9.00984197E+00, 2.18604671E+01, 5.21859854E-02,-4.36715232E-02,-5.75866965E-02, 1.16436956E-01, 2.09274640E-01,-6.18771757E-01
  1.00000000E+02, 1.00000000E+01, 1.00000000E+00, 8.46388270E+00, 2.28911462E+01,-1.03235303E-02, 2.39883172E-03,-5.75866965E-02, 1.16436956E-01, 2.09274640E-01,-6.18771757E-01
  1.01000000E+02, 1.10000000E+01, 2.00000000E+00, 4.94750195E+00, 4.50444653E+01,-2.10989930E-02,-1.21641105E-01, 1.14116941E-02,-8.23789260E-03,-3.85873511E-01, 3.06842942E-01
  1.02000000E+02, 1.10000000E+01, 2.00000000E+00, 5.03080855E+00, 5.06804408E+01,-4.40106994E-03,-3.75117128E-03, 1.14116941E-02,-8.23789260E-03,-3.85873511E-01, 3.06842942E-01
  1.03000000E+02, 1.10000000E+01, 2.00000000E+00, 5.24784727E+00, 5.57578365E+01, 3.78361634E-02, 9.17267409E-02, 1.14116941E-02,-8.23789260E-03,-3.85873511E-01, 3.06842942E-01
  1.04000000E+02, 1.10000000E+01, 2.00000000E+00, 4.73905916E+00, 4.33086911E+01,-6.41431589E-02,-1.60937891E-01, 1.14116941E-02,-8.23789260E-03,-3.85873511E-01, 3.06842942E-01
  1.05000000E+02, 1.10000000E+01, 2.00000000E+00, 4.84628078E+00, 5.85816918E+01,-4.17702247E-02, 1.41130996E-01, 1.14116941E-02,-8.23789260E-03,-3.85873511E-01, 3.06842942E-01
  1.06000000E+02, 1.10000000E+01, 2.00000000E+00, 5.23645028E+00, 6.24473031E+01, 3.56620546E-02, 2.05031825E-01, 1.14116941E-02,-8.23789260E-03,-3.85873511E-01, 3.06842942E-01
  1.07000000E+02, 1.10000000E+01, 2.00000000E+00, 5.19542977E+00, 5.30541478E+01, 2.77975634E-02, 4.20218228E-02, 1.14116941E-02,-8.23789260E-03,-3.85873511E-01, 3.06842942E-01
  1.08000000E+02, 1.10000000E+01, 2.00000000E+00, 4.52170199E+00, 4.42634148E+01,-1.11093317E-01,-1.39132740E-01, 1.14116941E-02,-8.23789260E-03,-3.85873511E-01, 3.06842942E-01
  1.09000000E+02, 1.10000000E+01, 2.00000000E+00, 5.19758582E+00, 4.51373300E+01, 2.82124671E-02,-1.19581603E-01, 1.14116941E-02,-8.23789260E-03,-3.85873511E-01, 3.06842942E-01
  1.10000000E+02, 1.10000000E+01, 2.00000000E+00, 5.15583805E+00, 5.65099356E+01, 2.01478894E-02, 1.05125249E-01, 1.14116941E-02,-8.23789260E-03,-3.85873511E-01, 3.06842942E-01
  1.11000000E+02, 1.20000000E+01, 2.00000000E+00, 6.30361270E+00, 2.87831384E+01, 1.44071097E-01,-1.00615350E-01, 8.84817245E-02,-4.77124026E-01,-3.85873511E-01, 3.06842942E-01
  1.12000000E+02, 1.20000000E+01, 2.00000000E+00, 5.85212154E+00, 2.78127865E+01, 6.97524358E-02,-1.34909232E-01, 8.84817245E-02,-4.77124026E-01,-3.85873511E-01, 3.06842942E-01
  1.13000000E+02, 1.20000000E+01, 2.00000000E+00, 5.52300879E+00, 2.88574334E+01, 1.18709667E-02,-9.80374740E-02, 8.84817245E-02,-4.77124026E-01,-3.85873511E-01, 3.06842942E-01
  1.14000000E+02, 1.20000000E+01, 2.00000000E+00, 5.87029043E+00, 3.48818125E+01, 7.28522936E-02, 9.15604710E-02, 8.84817245E-02,-4.77124026E-01,-3.85873511E-01, 3.06842942E-01
  1.15000000E+02, 1.20000000E+01, 2.00000000E+00, 5.24244539E+00, 3.27709199E+01,-4.02637498E-02, 2.91364409E-02, 8.84817245E-02,-4.77124026E-01,-3.85873511E-01, 3.06842942E-01
  1.16000000E+02, 1.20000000E+01, 2.00000000E+00, 5.38110065E+00, 3.69030743E+01,-1.41588810E-02, 1.47889770E-01, 8.84817245E-02,-4.77124026E-01,-3.85873511E-01, 3.06842942E-01
  1.17000000E+02, 1.20000000E+01, 2.00000000E+00, 4.93376452E+00, 2.69487230E+01,-1.00949525E-01,-1.66469181E-01, 8.84817245E-02,-4.77124026E-01,-3.85873511E-01, 3.06842942E-01
  1.18000000E+02, 1.20000000E+01, 2.00000000E+00, 5.68639859E+00, 3.56312359E+01, 4.10252953E-02, 1.12817574E-01, 8.84817245E-02,-4.77124026E-01,-3.85873511E-01, 3.06842942E-01
  1.19000000E+02, 1.20000000E+01, 2.00000000E+00, 4.78855160E+00, 3.25627644E+01,-1.30823830E-01, 2.27643488E-02, 8.84817245E-02,-4.77124026E-01,-3.85873511E-01, 3.06842942E-01
  1.20000000E+02, 1.20000000E+01, 2.00000000E+00, 5.07666381E+00, 3.22923583E+01,-7.23975007E-02, 1.44255242E-02, 8.84817245E-02,-4.77124026E-01,-3.85873511E-01, 3.06842942E-01
  1.21000000E+02, 1.30000000E+01, 2.00000000E+00, 4.43991880E+00, 3.92076998E+01, 4.33917425E-04,-9.86439650E-02,-1.18367922E-01,-1.70012001E-01,-3.85873511E-01, 3.06842942E-01
  1.22000000E+02, 1.30000000E+01, 2.00000000E+00, 3.91264031E+00, 3.98596940E+01,-1.25989753E-01,-8.21514791E-02,-1.18367922E-01,-1.70012001E-01,-3.85873511E-01, 3.06842942E-01
  1.23000000E+02, 1.30000000E+01, 2.00000000E+00, 5.00114480E+00, 4.71281002E+01, 1.19464676E-01, 8.53523147E-02,-1.18367922E-01,-1.70012001E-01,-3.85873511E-01, 3.06842942E-01
  1.24000000E+02, 1.30000000E+01, 2.00000000E+00, 4.67449873E+00, 4.13373355E+01, 5.19197638E-02,-4.57510166E-02,-1.18367922E-01,-1.70012001E-01,-3.85873511E-01, 3.06842942E-01
  1.25000000E+02, 1.30000000E+01, 2.00000000E+00, 4.62444043E+00, 5.91866280E+01, 4.11532061E-02, 3.13178521E-01,-1.18367922E-01,-1.70012001E-01,-3.85873511E-01, 3.06842942E-01
