TABLE NO.  2
 ID             ,SID            ,KA             ,CL             ,V              ,ETA1           ,ETA2           ,ETA3           ,ETA4           ,ETA5           ,ETA6
  6.40000000E+01, 2.00000000E+00, 1.16974735E+00, 4.67852647E-03, 5.45331597E-02, 4.69374265E-03,-9.59438133E-02, 1.01931491E-01,-2.77984724E-02, 4.40702899E-02, 7.12165103E-02
  6.50000000E+01, 2.00000000E+00, 1.10031121E+00, 5.50303549E-03, 5.53449490E-02,-5.65009869E-02, 6.63728296E-02, 1.16707939E-01,-2.77984724E-02, 4.40702899E-02, 7.12165103E-02
  6.60000000E+01, 2.00000000E+00, 1.15323015E+00, 5.05215185E-03, 4.22566138E-02,-9.52721365E-03,-1.91127555E-02,-1.53116580E-01,-2.77984724E-02, 4.40702899E-02, 7.12165103E-02
  6.70000000E+01, 2.00000000E+00, 9.67521778E-01, 4.85347367E-03, 4.53994664E-02,-1.85111385E-01,-5.92323475E-02,-8.13771093E-02,-2.77984724E-02, 4.40702899E-02, 7.12165103E-02
  6.80000000E+01, 2.00000000E+00, 1.15872129E+00, 5.83768881E-03, 4.40866276E-02,-4.77698349E-03, 1.25407950E-01,-1.10720955E-01,-2.77984724E-02, 4.40702899E-02, 7.12165103E-02
  6.90000000E+01, 2.00000000E+00, 1.10139195E+00, 5.59269274E-03, 5.19706956E-02,-5.55192554E-02, 8.25338613E-02, 5.38025522E-02,-2.77984724E-02, 4.40702899E-02, 7.12165103E-02
  7.00000000E+01, 2.00000000E+00, 1.16203126E+00, 5.07557439E-03, 4.78762958E-02,-1.92448323E-03,-1.44873190E-02,-2.82569474E-02,-2.77984724E-02, 4.40702899E-02, 7.12165103E-02
  7.10000000E+01, 2.00000000E+00, 1.22725652E+00, 5.36946281E-03, 4.12995856E-02, 5.26871668E-02, 4.18008504E-02,-1.76024996E-01,-2.77984724E-02, 4.40702899E-02, 7.12165103E-02
  7.20000000E+01, 2.00000000E+00, 1.16697970E+00, 4.26100790E-03, 5.36805670E-02, 2.32491484E-03,-1.89421289E-01, 8.61735941E-02,-2.77984724E-02, 4.40702899E-02, 7.12165103E-02
  7.30000000E+01, 2.00000000E+00, 1.01175518E+00, 5.00080864E-03, 4.76027786E-02,-1.40407416E-01,-2.93273900E-02,-3.39863290E-02,-2.77984724E-02, 4.40702899E-02, 7.12165103E-02
  7.40000000E+01, 2.00000000E+00, 1.15898351E+00, 4.99718334E-03, 4.60166220E-02,-4.55070238E-03,-3.00525952E-02,-6.78747821E-02,-2.77984724E-02, 4.40702899E-02, 7.12165103E-02
  7.50000000E+01, 2.00000000E+00, 1.07955234E+00, 4.78746741E-03, 5.53569327E-02,-7.55475874E-02,-7.29254708E-02, 1.16924441E-01,-2.77984724E-02, 4.40702899E-02, 7.12165103E-02
  7.60000000E+01, 2.00000000E+00, 1.17191866E+00, 5.17613919E-03, 5.48241298E-02, 6.54824343E-03, 5.13243129E-03, 1.07252960E-01,-2.77984724E-02, 4.40702899E-02, 7.12165103E-02
  7.70000000E+01, 2.00000000E+00, 1.29017078E+00, 4.89098601E-03, 4.85327488E-02, 1.02680557E-01,-5.15330969E-02,-1.46386581E-02,-2.77984724E-02, 4.40702899E-02, 7.12165103E-02
  7.80000000E+01, 2.00000000E+00, 1.16287750E+00, 5.19446560E-03, 4.81761821E-02,-1.19650069E-03, 8.66673343E-03,-2.20127093E-02,-2.77984724E-02, 4.40702899E-02, 7.12165103E-02
  7.90000000E+01, 2.00000000E+00, 1.15858536E+00, 5.03419263E-03, 4.71301981E-02,-4.89430060E-03,-2.26738555E-02,-4.39635180E-02,-2.77984724E-02, 4.40702899E-02, 7.12165103E-02
  8.00000000E+01, 2.00000000E+00, 1.15737210E+00, 4.81854365E-03, 4.53810455E-02,-5.94203561E-03,-6.64552818E-02,-8.17829427E-02,-2.77984724E-02, 4.40702899E-02, 7.12165103E-02
  8.10000000E+01, 2.00000000E+00, 1.07186840E+00, 5.01042669E-03, 5.33105029E-02,-8.26907496E-02,-2.74059383E-02, 7.92559035E-02,-2.77984724E-02, 4.40702899E-02, 7.12165103E-02
  8.20000000E+01, 2.00000000E+00, 1.17013732E+00, 4.63550261E-03, 5.49628454E-02, 5.02706459E-03,-1.05182386E-01, 1.09779958E-01,-2.77984724E-02, 4.40702899E-02, 7.12165103E-02
  8.30000000E+01, 2.00000000E+00, 1.15740680E+00, 4.87954673E-03, 5.54915305E-02,-5.91205283E-03,-5.38746848E-02, 1.19352944E-01,-2.77984724E-02, 4.40702899E-02, 7.12165103E-02
  8.40000000E+01, 2.00000000E+00, 1.17771253E+00, 5.83271661E-03, 5.77340004E-02, 1.14799847E-02, 1.24555846E-01, 1.58968800E-01,-2.77984724E-02, 4.40702899E-02, 7.12165103E-02
  8.50000000E+01, 2.00000000E+00, 1.22568940E+00, 5.88604867E-03, 4.60290126E-02, 5.14094210E-02, 1.33657901E-01,-6.76055545E-02,-2.77984724E-02, 4.40702899E-02, 7.12165103E-02
  8.60000000E+01, 2.00000000E+00, 1.16828571E+00, 5.60591018E-03, 5.10398381E-02, 3.44343181E-03, 8.48944123E-02, 3.57290055E-02,-2.77984724E-02, 4.40702899E-02, 7.12165103E-02
  8.70000000E+01, 2.00000000E+00, 1.25864696E+00, 4.60362970E-03, 3.81963020E-02, 7.79432646E-02,-1.12081960E-01,-2.54138758E-01,-2.77984724E-02, 4.40702899E-02, 7.12165103E-02
  8.80000000E+01, 2.00000000E+00, 1.16755767E+00, 5.80871670E-03, 5.00657117E-02, 2.82006616E-03, 1.20432651E-01, 1.64589144E-02,-2.77984724E-02, 4.40702899E-02, 7.12165103E-02
  8.90000000E+01, 2.00000000E+00, 1.23731575E+00, 4.76058719E-03, 4.19704200E-02, 6.08502727E-02,-7.85559982E-02,-1.59912378E-01,-2.77984724E-02, 4.40702899E-02, 7.12165103E-02
  9.00000000E+01, 2.00000000E+00, 1.16004107E+00, 5.58571376E-03, 4.54276887E-02,-3.63863426E-03, 8.12852067E-02,-8.07556590E-02,-2.77984724E-02, 4.40702899E-02, 7.12165103E-02
  9.10000000E+01, 2.00000000E+00, 1.34344347E+00, 6.04157703E-03, 4.88308862E-02, 1.43142031E-01, 1.59738059E-01,-8.51443539E-03,-2.77984724E-02, 4.40702899E-02, 7.12165103E-02
  9.20000000E+01, 2.00000000E+00, 1.17744346E+00, 4.73778236E-03, 6.06030358E-02, 1.12514875E-02,-8.33578474E-02, 2.07467526E-01,-2.77984724E-02, 4.40702899E-02, 7.12165103E-02
  9.30000000E+01, 2.00000000E+00, 1.03510817E+00, 4.88074427E-03, 4.72248499E-02,-1.17588107E-01,-5.36292938E-02,-4.19572272E-02,-2.77984724E-02, 4.40702899E-02, 7.12165103E-02
  9.40000000E+01, 2.00000000E+00, 1.17170801E+00, 5.58737871E-03, 5.36201432E-02, 6.36848291E-03, 8.15832350E-02, 8.50473428E-02,-2.77984724E-02, 4.40702899E-02, 7.12165103E-02
  9.50000000E+01, 2.00000000E+00, 1.07400965E+00, 4.45528322E-03, 5.59235028E-02,-8.06950568E-02,-1.44836384E-01, 1.27107274E-01,-2.77984724E-02, 4.40702899E-02, 7.12165103E-02
  9.60000000E+01, 2.00000000E+00, 1.16866822E+00, 5.54304626E-03, 5.14632844E-02, 3.77078222E-03, 7.36171984E-02, 4.39911675E-02,-2.77984724E-02, 4.40702899E-02, 7.12165103E-02
  9.70000000E+01, 2.00000000E+00, 1.48621730E+00, 5.71624827E-03, 4.91691355E-02, 2.44140126E-01, 1.04385675E-01,-1.61136112E-03,-2.77984724E-02, 4.40702899E-02, 7.12165103E-02
  9.80000000E+01, 2.00000000E+00, 1.16960202E+00, 5.15554156E-03, 5.31083098E-02, 4.56949457E-03, 1.14515048E-03, 7.54559479E-02,-2.77984724E-02, 4.40702899E-02, 7.12165103E-02
  9.90000000E+01, 2.00000000E+00, 1.12153718E+00, 5.42881552E-03, 4.52760811E-02,-3.73938109E-02, 5.27939562E-02,-8.40985799E-02,-2.77984724E-02, 4.40702899E-02, 7.12165103E-02
  1.00000000E+02, 2.00000000E+00, 1.17424291E+00, 5.15783821E-03, 5.67050684E-02, 8.52956933E-03, 1.59052373E-03, 1.40986135E-01,-2.77984724E-02, 4.40702899E-02, 7.12165103E-02
  1.01000000E+02, 3.00000000E+00, 1.16809223E+00, 4.72789108E-03, 5.71972232E-02,-5.46924646E-02, 7.20058423E-02, 9.92190856E-02, 3.01717932E-02,-1.13383326E-01, 1.21625314E-01
  1.02000000E+02, 3.00000000E+00, 1.22518743E+00, 4.12074259E-03, 4.69085864E-02,-6.97046629E-03,-6.54400127E-02,-9.90855280E-02, 3.01717932E-02,-1.13383326E-01, 1.21625314E-01
  1.03000000E+02, 3.00000000E+00, 1.13932451E+00, 4.32150541E-03, 5.77588731E-02,-7.96287562E-02,-1.78695845E-02, 1.08990718E-01, 3.01717932E-02,-1.13383326E-01, 1.21625314E-01
  1.04000000E+02, 3.00000000E+00, 1.22973043E+00, 3.77049593E-03, 5.10032407E-02,-3.26932000E-03,-1.54266861E-01,-1.53970919E-02, 3.01717932E-02,-1.13383326E-01, 1.21625314E-01
  1.05000000E+02, 3.00000000E+00, 1.34582076E+00, 4.96750099E-03, 5.00434185E-02, 8.69397491E-02, 1.21443494E-01,-3.43952663E-02, 3.01717932E-02,-1.13383326E-01, 1.21625314E-01
  1.06000000E+02, 3.00000000E+00, 1.24801384E+00, 4.34573823E-03, 6.28541132E-02, 1.14890517E-02,-1.22777530E-02, 1.93530112E-01, 3.01717932E-02,-1.13383326E-01, 1.21625314E-01
  1.07000000E+02, 3.00000000E+00, 1.01461290E+00, 4.75205582E-03, 5.33245165E-02,-1.95557149E-01, 7.71039273E-02, 2.91099313E-02, 3.01717932E-02,-1.13383326E-01, 1.21625314E-01
  1.08000000E+02, 3.00000000E+00, 1.24004084E+00, 3.65705791E-03, 5.90255114E-02, 5.08000845E-03,-1.84814426E-01, 1.30683482E-01, 3.01717932E-02,-1.13383326E-01, 1.21625314E-01
  1.09000000E+02, 3.00000000E+00, 1.18840112E+00, 5.16331155E-03, 5.26441022E-02,-3.74554960E-02, 1.60104747E-01, 1.62679477E-02, 3.01717932E-02,-1.13383326E-01, 1.21625314E-01
  1.10000000E+02, 3.00000000E+00, 1.22373115E+00, 3.56151598E-03, 4.77111019E-02,-8.15979822E-03,-2.11287110E-01,-8.21221512E-02, 3.01717932E-02,-1.13383326E-01, 1.21625314E-01
  1.11000000E+02, 3.00000000E+00, 1.33858512E+00, 5.06040814E-03, 5.25691367E-02, 8.15488674E-02, 1.39973740E-01, 1.48429277E-02, 3.01717932E-02,-1.13383326E-01, 1.21625314E-01
  1.12000000E+02, 3.00000000E+00, 1.24472593E+00, 4.57137717E-03, 5.94038682E-02, 8.85105889E-03, 3.83411077E-02, 1.37073080E-01, 3.01717932E-02,-1.13383326E-01, 1.21625314E-01
  1.13000000E+02, 3.00000000E+00, 1.40764304E+00, 4.43384754E-03, 4.95263197E-02, 1.31852397E-01, 7.79432429E-03,-4.47820263E-02, 3.01717932E-02,-1.13383326E-01, 1.21625314E-01
  1.14000000E+02, 3.00000000E+00, 1.21781161E+00, 3.90570624E-03, 4.30166382E-02,-1.30088246E-02,-1.19034778E-01,-1.85699289E-01, 3.01717932E-02,-1.13383326E-01, 1.21625314E-01
  1.15000000E+02, 3.00000000E+00, 1.11816652E+00, 4.28697815E-03, 4.37151668E-02,-9.83739950E-02,-2.58913110E-02,-1.69591157E-01, 3.01717932E-02,-1.13383326E-01, 1.21625314E-01
  1.16000000E+02, 3.00000000E+00, 1.23404597E+00, 4.26215455E-03, 5.24119423E-02, 2.33869272E-04,-3.16986056E-02, 1.18482062E-02, 3.01717932E-02,-1.13383326E-01, 1.21625314E-01
  1.17000000E+02, 3.00000000E+00, 1.24123114E+00, 4.16013426E-03, 5.46792625E-02, 6.03943810E-03,-5.59260531E-02, 5.41982589E-02, 3.01717932E-02,-1.13383326E-01, 1.21625314E-01
  1.18000000E+02, 3.00000000E+00, 1.22623464E+00, 4.48272490E-03, 4.65808104E-02,-6.11609666E-03, 1.87576973E-02,-1.06097604E-01, 3.01717932E-02,-1.13383326E-01, 1.21625314E-01
  1.19000000E+02, 3.00000000E+00, 1.14626140E+00, 5.06230164E-03, 4.92776421E-02,-7.35586174E-02, 1.40347848E-01,-4.98157941E-02, 3.01717932E-02,-1.13383326E-01, 1.21625314E-01
  1.20000000E+02, 3.00000000E+00, 1.23011952E+00, 4.43158622E-03, 4.92301353E-02,-2.95297409E-03, 7.28418276E-03,-5.07803233E-02, 3.01717932E-02,-1.13383326E-01, 1.21625314E-01
  1.21000000E+02, 3.00000000E+00, 1.35833824E+00, 4.00814104E-03, 5.17770020E-02, 9.61977636E-02,-9.31458494E-02,-3.40192108E-04, 3.01717932E-02,-1.13383326E-01, 1.21625314E-01
  1.22000000E+02, 3.00000000E+00, 1.23337711E+00, 4.12347868E-03, 5.23769257E-02,-3.08283314E-04,-6.47762550E-02, 1.11798789E-02, 3.01717932E-02,-1.13383326E-01, 1.21625314E-01
  1.23000000E+02, 3.00000000E+00, 1.22071913E+00, 3.78939325E-03, 5.23826458E-02,-1.06241689E-02,-1.49267488E-01, 1.12890841E-02, 3.01717932E-02,-1.13383326E-01, 1.21625314E-01
