"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","CL","V","Prop.RE (sd)","Add.RE (sd)","OMEGA(1,1)","OMEGA(2,2)","SIGMA(1,1)","seCL","seV","seProp.RE (sd)","seAdd.RE (sd)","seOMEGA(1,1)","seOMEGA(2,2)","seSIGMA(1,1)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7"
1,1,1,1,1,1,0,0,0,0,0,1,0,3.3,NA,FOCE_I,NA,1.79,0.4,725.57190218071742,0.00589443,1.44222,0.0282862,2.70695,0.196806,0.200823,1,0.000460398,0.0833779,0.091885,0.575452,0.0898141,0.0500173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
