"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","THETA1","THETA2","THETA3","THETA4","THETA5","OMEGA(1,1)","OMEGA(2,1)","OMEGA(2,2)","OMEGA(3,1)","OMEGA(3,2)","OMEGA(3,3)","SIGMA(1,1)","seTHETA1","seTHETA2","seTHETA3","seTHETA4","seTHETA5","seOMEGA(1,1)","seOMEGA(2,1)","seOMEGA(2,2)","seOMEGA(3,1)","seOMEGA(3,2)","seOMEGA(3,3)","seSIGMA(1,1)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10","EI11","EI12"
1,1,1,1,1,1,0,0,0,0,0,0,0,2.1,11.4297,ITS_I-IMP_I-IMP*-SAEM_I-IMP*-BAYES-LAPLACE_I,NA,324.16,230.34,10035.073908823753,3.06043,29.5812,11.4123,-0.647672,0.0807226,0.0866308,0.00394999,0.0744685,0.0377459,0.0294054,0.0850873,0.0227798,0.0667554,0.490578,0.199624,0.094973,0.00616512,0.0109141,0.00634974,0.006633,0.00701529,0.00534817,0.00736383,0.000721299,NA,NA,NA,NA,0.213055,0.38347,0.389739,0.495239,0.760758,0.798943,0.92353,1.0174,1.36796,1.59176,1.62298,2.43516
